Codice Articolo;Descrizione;EAN13;UM;ID_Prodotto;ID_variante;Descr_web;pesotassabile;Prezzo;PrezzoNoIva;Iva;Dispnetta
8.7503.7;CENTURI SMALTO 3 GIALLO ORIENTE ML375;8018188005511;NR;280025;117669;NULL;0.480000000;11.590000;11.590000;22;60.000000000
8.7508.5;CENTURI SMALTO 8 CAMOSCIO LT2,5;8018188005276;NR;280025;117695;NULL;3.040000000;50.110000;50.110000;22;4.000000000
8.7508.6;CENTURI SMALTO 8 CAMOSCIO ML750;8018188005252;NR;280025;117697;NULL;0.930000000;16.490000;16.490000;22;30.000000000
8.7508.7;CENTURI SMALTO 8 CAMOSCIO ML375;8018188005269;NR;280025;117696;NULL;0.500000000;10.280000;10.280000;22;18.000000000
8.7510.5;CENTURI SMALTO 10 GRIGIO CHIARO LT2,5;8018188005023;NR;280025;117638;NULL;3.170000000;50.110000;50.110000;22;10.000000000
8.7510.6;CENTURI SMALTO 10 GRIGIO CHIARO ML750;8018188008055;NR;280025;117640;NULL;0.960000000;16.490000;16.490000;22;57.000000000
8.7510.7;CENTURI SMALTO 10 GRIGIO CHIARO ML375;8018188008062;NR;280025;117639;NULL;0.510000000;10.280000;10.280000;22;94.000000000
8.7511.5;CENTURI SMALTO 11 GRIGIO LT2,5;8018188006891;NR;280025;117641;NULL;3.170000000;50.110000;50.110000;22;7.000000000
8.7511.6;CENTURI SMALTO 11 GRIGIO ML750;8018188006877;NR;280025;117643;NULL;0.960000000;16.490000;16.490000;22;1.000000000
8.7511.7;CENTURI SMALTO 11 GRIGIO ML375;8018188006884;NR;280025;117642;NULL;0.510000000;10.280000;10.280000;22;-6.000000000
8.7512.5;CENTURI SMALTO 12 ANTRACITE LT2,5;8018188011215;NR;280025;117644;NULL;2.950000000;50.110000;50.110000;22;6.000000000
8.7512.6;CENTURI SMALTO 12 ANTRACITE ML750;8018188011208;NR;280025;117646;NULL;0.900000000;16.490000;16.490000;22;4.000000000
8.7512.7;CENTURI SMALTO 12 ANTRACITE ML375;8018188011192;NR;280025;117645;NULL;0.480000000;10.280000;10.280000;22;56.000000000
8.7517.5;CENTURI SMALTO 17 VERDE SMERALDO LT2,5;8018188005832;NR;280025;117650;NULL;2.970000000;50.110000;50.110000;22;2.000000000
8.7517.6;CENTURI SMALTO 17 VERDE SMERALDO ML750;8018188005825;NR;280025;117652;NULL;0.900000000;16.490000;16.490000;22;90.000000000
8.7517.7;CENTURI SMALTO 17 VERDE SMERALDO ML375;8018188005818;NR;280025;117651;NULL;0.480000000;10.280000;10.280000;22;61.000000000
8.7522.5;CENTURI SMALTO 22 ARANCIO SICILIA LT2,5;8018188007041;NR;280025;117656;NULL;2.870000000;56.580000;56.580000;22;2.000000000
8.7522.6;CENTURI SMALTO 22 ARANCIO SICILIA ML750;8018188009687;NR;280025;117658;NULL;0.870000000;18.620000;18.620000;22;22.000000000
8.7522.7;CENTURI SMALTO 22 ARANCIO SICILIA ML375;8018188011307;NR;280025;117657;NULL;0.470000000;11.590000;11.590000;22;15.000000000
8.7526.5;CENTURI SMALTO 99 GRANATA LT2,5;8018188011246;NR;280025;117716;NULL;2.940000000;50.110000;50.110000;22;2.000000000
8.7526.6;CENTURI SMALTO 99 GRANATA ML750;8018188011239;NR;280025;117718;NULL;0.900000000;16.490000;16.490000;22;42.000000000
8.7526.7;CENTURI SMALTO 99 GRANATA ML375;8018188011222;NR;280025;117717;NULL;0.480000000;10.280000;10.280000;22;12.000000000
8.7527.5;CENTURI SMALTO 27 ROSSO FUOCO LT2,5;8018188005481;NR;280025;117662;NULL;2.940000000;56.580000;56.580000;22;3.000000000
8.7527.6;CENTURI SMALTO 27 ROSSO FUOCO ML750;8018188005474;NR;280025;117664;NULL;0.900000000;18.620000;18.620000;22;-10.000000000
8.7527.7;CENTURI SMALTO 27 ROSSO FUOCO ML375;8018188005467;NR;280025;117663;NULL;0.480000000;11.590000;11.590000;22;18.000000000
8.7528.5;CENTURI SMALTO 28 GRIGIO MARINA LT2,5;8018188007300;NR;280025;117665;NULL;3.080000000;50.110000;50.110000;22;6.000000000
8.7528.6;CENTURI SMALTO 28 GRIGIO MARINA ML750;8018188007317;NR;280025;117667;NULL;0.940000000;16.490000;16.490000;22;4.000000000
8.7528.7;CENTURI SMALTO 28 GRIGIO MARINA ML375;8018188007324;NR;280025;117666;NULL;0.500000000;10.280000;10.280000;22;-6.000000000
8.7541.5;CENTURI SMALTO LUCIDO 41 BIANCO LT2,5;8018188006341;NR;280025;117719;NULL;3.340000000;50.110000;50.110000;22;62.000000000
8.7541.6;CENTURI SMALTO LUCIDO 41 BIANCO ML750;8018188006358;NR;280025;117721;NULL;1.010000000;16.490000;16.490000;22;265.000000000
8.7541.7;CENTURI SMALTO LUCIDO 41 BIANCO ML375;8018188006365;NR;280025;117720;NULL;0.540000000;10.280000;10.280000;22;291.000000000
8.7542.5;CENTURI SMALTO LUCIDO 42 NERO LT2,5;8018188005306;NR;280025;117722;NULL;2.890000000;50.110000;50.110000;22;7.000000000
8.7542.6;CENTURI SMALTO LUCIDO 42 NERO ML750;8018188005290;NR;280025;117724;NULL;0.880000000;16.490000;16.490000;22;58.000000000
8.7542.7;CENTURI SMALTO LUCIDO 42 NERO ML375;8018188005283;NR;280025;117723;NULL;0.470000000;10.280000;10.280000;22;94.000000000
8.7570.5;CENTURI SMALTO 25 BIANCO PANNA LT2,5;8018188005399;NR;280025;117659;NULL;3.240000000;50.110000;50.110000;22;5.000000000
8.7570.6;CENTURI SMALTO 25 BIANCO PANNA ML750;8018188005382;NR;280025;117661;NULL;0.990000000;16.490000;16.490000;22;36.000000000
8.7570.7;CENTURI SMALTO 25 BIANCO PANNA ML375;8018188005375;NR;280025;117660;NULL;0.530000000;10.280000;10.280000;22;54.000000000
8.7572.5;CENTURI SMALTO 2 AVORIO LT2,5;8018188006396;NR;280025;117653;NULL;3.190000000;50.110000;50.110000;22;4.000000000
8.7572.6;CENTURI SMALTO 2 AVORIO ML750;8018188007843;NR;280025;117655;NULL;0.970000000;16.490000;16.490000;22;47.000000000
8.7572.7;CENTURI SMALTO 2 AVORIO ML375;8018188009441;NR;280025;117654;NULL;0.520000000;10.280000;10.280000;22;41.000000000
8.7576.5;CENTURI SMALTO 76 TABACCO LT2,5;8018188009649;NR;280025;117686;NULL;3.040000000;50.110000;50.110000;22;5.000000000
8.7576.6;CENTURI SMALTO 76 TABACCO ML750;8018188005351;NR;280025;117688;NULL;0.920000000;16.490000;16.490000;22;78.000000000
8.7576.7;CENTURI SMALTO 76 TABACCO ML375;8018188005344;NR;280025;117687;NULL;0.490000000;10.280000;10.280000;22;48.000000000
8.7577.5;CENTURI SMALTO 77 MARRONE LT2,5;8018188006235;NR;280025;117689;NULL;3.050000000;50.110000;50.110000;22;8.000000000
8.7577.6;CENTURI SMALTO 77 MARRONE ML750;8018188006228;NR;280025;117691;NULL;0.930000000;16.490000;16.490000;22;141.000000000
8.7577.7;CENTURI SMALTO 77 MARRONE ML375;8018188006211;NR;280025;117690;NULL;0.500000000;10.280000;10.280000;22;96.000000000
8.7579.5;CENTURI SMALTO 79 TESTA DI MORO LT2,5;8018188007959;NR;280025;117692;NULL;3.000000000;50.110000;50.110000;22;8.000000000
8.7579.6;CENTURI SMALTO 79 TESTA DI MORO ML750;8018188007966;NR;280025;117694;NULL;0.910000000;16.490000;16.490000;22;256.000000000
8.7579.7;CENTURI SMALTO 79 TESTA DI MORO ML375;8018188007973;NR;280025;117693;NULL;0.490000000;10.280000;10.280000;22;63.000000000
8.7580.5;CENTURI SMALTO 9 GRIGIO PERLA LT2,5;8018188009496;NR;280025;117707;NULL;3.240000000;50.110000;50.110000;22;4.000000000
8.7580.6;CENTURI SMALTO 9 GRIGIO PERLA ML750;8018188008796;NR;280025;117709;NULL;0.990000000;16.490000;16.490000;22;39.000000000
8.7580.7;CENTURI SMALTO 9 GRIGIO PERLA ML375;8018188010430;NR;280025;117708;NULL;0.530000000;10.280000;10.280000;22;1.000000000
8.7586.5;CENTURI SMALTO 86 VERDE VITTORIA LT2,5;8018188005030;NR;280025;117698;NULL;2.940000000;50.110000;50.110000;22;29.000000000
8.7586.6;CENTURI SMALTO 86 VERDE VITTORIA ML750;8018188007508;NR;280025;117700;NULL;0.890000000;16.490000;16.490000;22;205.000000000
8.7586.7;CENTURI SMALTO 86 VERDE VITTORIA ML375;8018188007492;NR;280025;117699;NULL;0.480000000;10.280000;10.280000;22;108.000000000
8.7587.5;CENTURI SMALTO 87 VERDE VAGONE LT2,5;8018188007850;NR;280025;117701;NULL;2.950000000;50.110000;50.110000;22;15.000000000
8.7587.6;CENTURI SMALTO 87 VERDE VAGONE ML750;8018188007867;NR;280025;117703;NULL;0.890000000;16.490000;16.490000;22;145.000000000
8.7587.7;CENTURI SMALTO 87 VERDE VAGONE ML375;8018188007874;NR;280025;117702;NULL;0.480000000;10.280000;10.280000;22;33.000000000
8.7589.5;CENTURI SMALTO 89 BLU ORIENTE LT2,5;8018188005566;NR;280025;117704;NULL;2.970000000;50.110000;50.110000;22;5.000000000
8.7589.6;CENTURI SMALTO 89 BLU ORIENTE ML750;8018188005559;NR;280025;117706;NULL;0.900000000;16.490000;16.490000;22;-12.000000000
8.7589.7;CENTURI SMALTO 89 BLU ORIENTE ML375;8018188005542;NR;280025;117705;NULL;0.490000000;10.280000;10.280000;22;8.000000000
8.7590.5;CENTURI SMALTO 90 AZZURRO SICILIA LT2,5;8018188007263;NR;280025;117710;NULL;3.070000000;50.110000;50.110000;22;6.000000000
8.7590.6;CENTURI SMALTO 90 AZZURRO SICILIA ML750;8018188007256;NR;280025;117712;NULL;0.930000000;16.490000;16.490000;22;30.000000000
8.7590.7;CENTURI SMALTO 90 AZZURRO SICILIA ML375;8018188009632;NR;280025;117711;NULL;0.500000000;10.280000;10.280000;22;36.000000000
8.7591.2;CENTURI SMALTO 91 BLU MONTECARLO LT2,5;8018188009120;NR;280025;117713;NULL;3.020000000;50.110000;50.110000;22;-3.000000000
8.7591.3;CENTURI SMALTO 91 BLU MONTECARLO ML750;8018188009137;NR;280025;117715;NULL;0.920000000;16.490000;16.490000;22;10.000000000
8.7591.4;CENTURI SMALTO 91 BLU MONTECARLO ML375;8018188009144;NR;280025;117714;NULL;0.500000000;10.280000;10.280000;22;23.000000000
8.7593.5;CENTURI SMALTO 6 NOCCIOLA LT2,5;8018188010706;NR;280025;117677;NULL;2.980000000;50.110000;50.110000;22;7.000000000
8.7593.6;CENTURI SMALTO 6 NOCCIOLA ML750;8018188005207;NR;280025;117679;NULL;0.900000000;16.490000;16.490000;22;28.000000000
8.7593.7;CENTURI SMALTO 6 NOCCIOLA ML375;8018188007188;NR;280025;117678;NULL;0.490000000;10.280000;10.280000;22;19.000000000
8.800.2;AQQUAVER SMALTO LUCIDO BIANCO LT2,5;8024060080026;NR;280001;117563;NULL;3.440000000;65.890000;65.890000;22;104.000000000
8.800.3;AQQUAVER SMALTO LUCIDO BIANCO ML750;8024060080033;NR;280001;117565;NULL;1.050000000;21.710000;21.710000;22;128.000000000
8.800.4;AQQUAVER SMALTO LUCIDO BIANCO ML375;8024060080040;NR;280001;117564;NULL;0.560000000;12.540000;12.540000;22;93.000000000
8.800.5;AQQUAVER SMALTO LUCIDO BIANCO LT10;8024060080057;NR;280001;117562;NULL;13.040000000;235.910000;235.910000;22;10.000000000
8.800.8;IL DECIMINO H2O BIANCO LUCIDO ML125;8024060880084;NR;280033;118012;NULL;0.200000000;7.490000;7.490000;22;221.000000000
8.8000.1;AQQUAVER SUPPORTI DIFF. BIANCO(P/T)LT2,5;8024060800013;NR;280040;117603;NULL;3.320000000;64.310000;64.310000;22;37.000000000
8.8000.2;AQQUAVER SUPPORTI DIFF. BIANCO(P/T)ML750;8024060800020;NR;280040;117604;NULL;1.020000000;21.700000;21.700000;22;213.000000000
8.8000A.1;AQQUAVER SUPPORTI DIFF. BASE A LT2,26;8024060800044;NR;280040;117601;NULL;2.800000000;51.440000;51.440000;22;69.000000000
8.8000A.2;AQQUAVER SUPPORTI DIFF. BASE A ML679;8024060800037;NR;280040;117602;NULL;0.860000000;17.380000;17.380000;22;150.000000000
8.8001.2;AQQUAVER SUPPORTI DIFF. RAL 7001 ML750;8024060800129;NR;280040;117608;NULL;1.000000000;22.570000;22.570000;22;66.000000000
8.8005.2;AQQUAVER SUPPORTI DIFF. RAL 6005 ML750;8024060800525;NR;280040;117607;NULL;0.950000000;22.570000;22.570000;22;14.000000000
8.800A.2;AQQUAVER SMALTO LUCIDO BASE A LT2,26;8024060082129;NR;280001;117550;NULL;2.690000000;50.460000;50.460000;22;59.000000000
8.800A.3;AQQUAVER SMALTO LUCIDO BASE A ML679;8024060082136;NR;280001;117553;NULL;0.830000000;16.630000;16.630000;22;150.000000000
8.800A.4;AQQUAVER SMALTO LUCIDO BASE A ML340;8024060082143;NR;280001;117552;NULL;0.450000000;9.640000;9.640000;22;186.000000000
8.800A.5;AQQUAVER SMALTO LUCIDO BASE A LT9,04;8024060082150;NR;280001;117551;NULL;10.030000000;180.900000;180.900000;22;8.000000000
8.800P.2;AQQUAVER SMALTO LUCIDO BASE P LT2,5;8024060082327;NR;280001;117555;NULL;3.360000000;64.630000;64.630000;22;56.000000000
8.800P.3;AQQUAVER SMALTO LUCIDO BASE P ML750;8024060082334;NR;280001;117557;NULL;1.030000000;21.280000;21.280000;22;210.000000000
8.800P.4;AQQUAVER SMALTO LUCIDO BASE P ML375;8024060082341;NR;280001;117556;NULL;0.550000000;12.300000;12.300000;22;80.000000000
8.800P.5;AQQUAVER SMALTO LUCIDO BASE P LT10;8024060082358;NR;280001;117554;NULL;12.690000000;231.290000;231.290000;22;8.000000000
8.800T.2;AQQUAVER SMALTO LUCIDO BASE T LT2,42;8024060082426;NR;280001;117558;NULL;3.160000000;60.200000;60.200000;22;62.000000000
8.800T.3;AQQUAVER SMALTO LUCIDO BASE T ML727;8024060082433;NR;280001;117561;NULL;0.970000000;19.850000;19.850000;22;105.000000000
8.800T.4;AQQUAVER SMALTO LUCIDO BASE T ML364;8024060082440;NR;280001;117560;NULL;0.520000000;11.480000;11.480000;22;94.000000000
8.800T.5;AQQUAVER SMALTO LUCIDO BASE T LT9,68;8024060082457;NR;280001;117559;NULL;11.920000000;215.700000;215.700000;22;12.000000000
8.801.2;AQQUAVER SMALTO SATINATO BIANCO LT2,5;8024060080125;NR;280002;117596;NULL;3.620000000;65.890000;65.890000;22;28.000000000
8.801.3;AQQUAVER SMALTO SATINATO BIANCO ML750;8024060080132;NR;280002;117598;NULL;1.110000000;21.710000;21.710000;22;235.000000000
8.801.4;AQQUAVER SMALTO SATINATO BIANCO ML375;8024060080149;NR;280002;117597;NULL;0.580000000;12.540000;12.540000;22;66.000000000
8.801.5;AQQUAVER SMALTO SATINATO BIANCO LT10;8024060080156;NR;280002;117595;NULL;13.740000000;235.910000;235.910000;22;12.000000000
8.801.8;IL DECIMINO H2O BIANCO SATINATO ML125;8024060880183;NR;280033;118013;NULL;0.210000000;7.490000;7.490000;22;157.000000000
8.8010.2;AQQUAVER SUPPORTI DIFF. NERO ML750;8024060881029;NR;280040;117605;NULL;0.940000000;22.570000;22.570000;22;86.000000000
8.8015.2;AQQUAVER SUPPORTI DIFF.RAL1015 (PT)ML750;8024060801522;NR;280040;117611;NULL;1.010000000;22.570000;22.570000;22;0.000000000
8.8017.2;AQQUAVER SUPPORTI DIFF. RAL 8017 ML750;8024060801720;NR;280040;117609;NULL;0.970000000;22.570000;22.570000;22;19.000000000
8.801A.2;AQQUAVER SMALTO SATINATO BASE A LT2,26;8024060082525;NR;280002;117583;NULL;2.870000000;50.460000;50.460000;22;107.000000000
8.801A.3;AQQUAVER SMALTO SATINATO BASE A ML679;8024060082532;NR;280002;117586;NULL;0.890000000;16.630000;16.630000;22;233.000000000
8.801A.4;AQQUAVER SMALTO SATINATO BASE A ML340;8024060082549;NR;280002;117585;NULL;0.470000000;9.640000;9.640000;22;185.000000000
8.801A.5;AQQUAVER SMALTO SATINATO BASE A LT9,04;8024060082556;NR;280002;117584;NULL;10.760000000;180.900000;180.900000;22;5.000000000
8.801P.2;AQQUAVER SMALTO SATINATO BASE P LT2,5;8024060082723;NR;280002;117588;NULL;3.490000000;64.630000;64.630000;22;54.000000000
8.801P.3;AQQUAVER SMALTO SATINATO BASE P ML750;8024060082730;NR;280002;117590;NULL;1.070000000;21.280000;21.280000;22;90.000000000
8.801P.4;AQQUAVER SMALTO SATINATO BASE P ML375;8024060082747;NR;280002;117589;NULL;0.570000000;12.300000;12.300000;22;13.000000000
8.801P.5;AQQUAVER SMALTO SATINATO BASE P LT10;8024060082655;NR;280002;117587;NULL;13.240000000;231.290000;231.290000;22;-1.000000000
8.801T.2;AQQUAVER SMALTO SATINATO BASE T LT2,42;8024060082822;NR;280002;117591;NULL;3.290000000;60.200000;60.200000;22;56.000000000
8.801T.3;AQQUAVER SMALTO SATINATO BASE T ML727;8024060082839;NR;280002;117594;NULL;1.010000000;19.850000;19.850000;22;127.000000000
8.801T.4;AQQUAVER SMALTO SATINATO BASE T ML364;8024060082846;NR;280002;117593;NULL;0.540000000;11.480000;11.480000;22;77.000000000
8.801T.5;AQQUAVER SMALTO SATINATO BASE T LT9,68;8024060082853;NR;280002;117592;NULL;12.450000000;215.700000;215.700000;22;6.000000000
8.802.2;AQQUAVER SMALTO OPACO BIANCO LT2,5;8024060080224;NR;280003;117580;NULL;3.590000000;65.890000;65.890000;22;54.000000000
8.802.3;AQQUAVER SMALTO OPACO BIANCO ML750;8024060080262;NR;280003;117582;NULL;1.100000000;21.710000;21.710000;22;202.000000000
8.802.4;AQQUAVER SMALTO OPACO BIANCO ML375;8024060080248;NR;280003;117581;NULL;0.580000000;12.540000;12.540000;22;149.000000000
8.802.5;AQQUAVER SMALTO OPACO BIANCO LT10;8024060080255;NR;280003;117579;NULL;13.640000000;235.910000;235.910000;22;4.000000000
8.802A.2;AQQUAVER SMALTO OPACO BASE A LT2,26;8024060005623;NR;280003;117567;NULL;2.860000000;50.460000;50.460000;22;0.000000000
8.802A.3;AQQUAVER SMALTO OPACO BASE A ML679;8024060005630;NR;280003;117570;NULL;0.880000000;16.630000;16.630000;22;82.000000000
8.802A.4;AQQUAVER SMALTO OPACO BASE A ML340;8024060005647;NR;280003;117569;NULL;0.470000000;9.640000;9.640000;22;80.000000000
8.802A.5;AQQUAVER SMALTO OPACO BASE A LT9,04;8024060005654;NR;280003;117568;NULL;10.730000000;180.900000;180.900000;22;4.000000000
8.802P.2;AQQUAVER SMALTO OPACO BASE P LT2,5;8024060005548;NR;280003;117572;NULL;3.570000000;64.630000;64.630000;22;31.000000000
8.802P.3;AQQUAVER SMALTO OPACO BASE P ML750;8024060005555;NR;280003;117574;NULL;1.090000000;21.280000;21.280000;22;85.000000000
8.802P.4;AQQUAVER SMALTO OPACO BASE P ML375;8024060005562;NR;280003;117573;NULL;0.570000000;12.300000;12.300000;22;59.000000000
8.802P.5;AQQUAVER SMALTO OPACO BASE P LT10;8024060005579;NR;280003;117571;NULL;13.550000000;231.290000;231.290000;22;0.000000000
8.802T.2;AQQUAVER SMALTO OPACO BASE T LT2,42;8024060005586;NR;280003;117575;NULL;3.330000000;60.200000;60.200000;22;22.000000000
8.802T.3;AQQUAVER SMALTO OPACO BASE T ML727;8024060005593;NR;280003;117578;NULL;1.020000000;19.850000;19.850000;22;43.000000000
8.802T.4;AQQUAVER SMALTO OPACO BASE T ML364;8024060005609;NR;280003;117577;NULL;0.540000000;11.480000;11.480000;22;49.000000000
8.802T.5;AQQUAVER SMALTO OPACO BASE T LT9,68;8024060005616;NR;280003;117576;NULL;12.600000000;215.700000;215.700000;22;3.000000000
8.8032.1;AQQUAVER FERROMICACEO 6050 (GC) LT2,5;8024060803212;NR;280037;117470;NULL;3.790000000;72.150000;72.150000;22;17.000000000
8.8032.2;AQQUAVER FERROMICACEO 6050 (GC) ML750;8024060803229;NR;280037;117471;NULL;1.160000000;23.830000;23.830000;22;-12.000000000
8.8032.8;IL DECIMINO H2O FERROMICACEO ML125;8024060803281;NR;280033;118020;NULL;0.220000000;8.190000;8.190000;22;33.000000000
8.8032C.1;AQQUAVER FERROMICACEO TINTA GC LT2,5;NULL;NR;280037;117474;NULL;3.780000000;83.050000;83.050000;22;0.000000000
8.8032C.2;AQQUAVER FERROMICACEO TINTA GC ML750;NULL;NR;280037;117475;NULL;1.160000000;28.520000;28.520000;22;0.000000000
8.8033.1;AQQUAVER FERROMICACEO 6051 (GS) LT2,5;8024060893312;NR;280037;117472;NULL;3.820000000;72.150000;72.150000;22;-2.000000000
8.8033.2;AQQUAVER FERROMICACEO 6051 (GS) ML750;8024060893329;NR;280037;117473;NULL;1.160000000;23.830000;23.830000;22;48.000000000
8.8033C.1;AQQUAVER FERROMICACEO TINTA GS LT2,5;NULL;NR;280037;117476;NULL;3.800000000;83.050000;83.050000;22;0.000000000
8.8033C.2;AQQUAVER FERROMICACEO TINTA GS ML750;NULL;NR;280037;117477;NULL;1.160000000;28.520000;28.520000;22;0.000000000
8.805.2;AQQUAVER FONDO OPACO BIANCO LT2,5;8024060880527;NR;280006;117492;NULL;3.800000000;48.990000;48.990000;22;104.000000000
8.805.3;AQQUAVER FONDO OPACO BIANCO ML500;8024060880534;NR;280006;117493;NULL;0.790000000;11.560000;11.560000;22;455.000000000
8.8050.1;AQQUAVER TERMO BIANCO LT2,5;8024060888516;NR;280041;117612;NULL;3.420000000;62.490000;62.490000;22;25.000000000
8.8050.2;AQQUAVER TERMO BIANCO ML750;8024060888523;NR;280041;117613;NULL;1.050000000;21.090000;21.090000;22;116.000000000
8.806.3;EQUALIS BIANCO (BASE BCO) ML750;8024060880633;NR;280212;118820;NULL;1.150000000;13.680000;13.680000;22;7.000000000
8.806.4;EQUALIS BIANCO (BASE BCO) LT5;8024060880640;NR;280212;118818;NULL;7.380000000;68.260000;68.260000;22;30.000000000
8.806.5;EQUALIS BIANCO (BASE BCO) LT2,5;8024060880657;NR;280212;119015;NULL;3.770000000;37.660000;37.660000;22;73.000000000
8.806N.1;EQUALIS NEUTRO (BASE N) LT4,69;8024060881616;NR;280212;118822;NULL;6.660000000;55.990000;55.990000;22;20.000000000
8.806N.2;EQUALIS NEUTRO (BASE N) LT2,35;8024060881623;NR;280212;119016;NULL;3.390000000;30.960000;30.960000;22;127.000000000
8.806N.3;EQUALIS NEUTRO (BASE N) ML704;8024060881630;NR;280212;118823;NULL;1.040000000;11.220000;11.220000;22;172.000000000
8.815.2;AQQUAVER PRIMER UNIVERSALE B.(P/T) LT2,5;8024060881524;NR;280005;117534;NULL;3.700000000;53.560000;53.560000;22;13.000000000
8.815.3;AQQUAVER PRIMER UNIVERSALE B.(P/T) ML500;8024060881531;NR;280005;117535;NULL;0.770000000;12.600000;12.600000;22;65.000000000
8.815.8;IL DECIMINO H2O PRIMER BIANCO ML125;8024060881586;NR;280033;118026;NULL;0.220000000;7.490000;7.490000;22;84.000000000
8.820.7;IL DECIMINO H2O FINITURA LUCIDA ML125;8024060882071;NR;280033;118021;NULL;0.180000000;7.490000;7.490000;22;-12.000000000
8.821.8;IL DECIMINO H2O FINITURA SATINATA ML125;8024060882187;NR;280033;118022;NULL;0.180000000;7.490000;7.490000;22;-13.000000000
8.8301.5;AQQUAVER SMALTO LUCIDO 301 0,500LBIANCO LATTE;8024060007146;NR;280001;117537;NULL;0.730000000;15.550000;15.550000;22;55.000000000
8.8302.5;AQQUAVER SMALTO LUCIDO 302 0,500LAVORIO CHIARO;8024060007153;NR;280001;117538;NULL;0.730000000;15.550000;15.550000;22;26.000000000
8.8302.8;IL DECIMINO H2O COLORE 302 ML125;8024060830287;NR;280033;118014;NULL;0.200000000;7.490000;7.490000;22;25.000000000
8.8303.5;AQQUAVER SMALTO LUCIDO 303 0,500LBEIGE;8024060007160;NR;280001;117539;NULL;0.730000000;15.550000;15.550000;22;42.000000000
8.8305.5;AQQUAVER SMALTO LUCIDO 305 0,500LOCRA;8024060007177;NR;280001;117540;NULL;0.660000000;15.550000;15.550000;22;88.000000000
8.8306.5;AQQUAVER SMALTO LUCIDO 306 0,500LCIOCCOLATO;8024060007184;NR;280001;117541;NULL;0.650000000;15.550000;15.550000;22;60.000000000
8.8306.8;IL DECIMINO H2O COLORE 306 ML125;8024060830683;NR;280033;118015;NULL;0.180000000;7.490000;7.490000;22;6.000000000
8.8309.5;AQQUAVER SMALTO LUCIDO 309 0,500LVERDE MUSCHIO;8024060007191;NR;280001;117542;NULL;0.630000000;15.550000;15.550000;22;35.000000000
8.8309.8;IL DECIMINO H2O COLORE 309 ML125;8024060830980;NR;280033;118016;NULL;0.180000000;7.490000;7.490000;22;50.000000000
8.8311.5;AQQUAVER SMALTO LUCIDO 311 0,500LGRIGIO LUCE;8024060007207;NR;280001;117543;NULL;0.730000000;15.550000;15.550000;22;45.000000000
8.8311.8;IL DECIMINO H2O COLORE 311 ML125;8024060831185;NR;280033;118017;NULL;0.210000000;7.490000;7.490000;22;33.000000000
8.8314.5;AQQUAVER SMALTO LUCIDO 314 (GI) 0,500LGIALLO (GI);8024060007245;NR;280001;117544;NULL;0.630000000;17.130000;17.130000;22;33.000000000
8.8314.8;IL DECIMINO H2O COLORE 314 ML125;8024060831482;NR;280033;118018;NULL;0.180000000;8.190000;8.190000;22;37.000000000
8.8315.5;AQQUAVER SMALTO LUCIDO 315 (RS) 0,500LROSSO (RS);8024060006569;NR;280001;117545;NULL;0.630000000;17.130000;17.130000;22;26.000000000
8.8315.8;IL DECIMINO H2O LUCIDO 315 ML125;8024060831581;NR;280033;118023;NULL;0.180000000;8.190000;8.190000;22;1.000000000
8.8316.5;AQQUAVER SMALTO LUCIDO 316 (BL) 0,500LBLU (BL);8024060007252;NR;280001;117546;NULL;0.630000000;15.550000;15.550000;22;21.000000000
8.8320.3;AQQUAVER SUPPORTI DIF. ARGENTO 320 ML750;8024060832038;NR;280040;117600;NULL;0.910000000;24.590000;24.590000;22;0.000000000
8.8320.8;IL DECIMINO H2O 320 ARGENTO ML125;8024060832083;NR;280033;118010;NULL;0.180000000;8.190000;8.190000;22;106.000000000
8.8321.3;AQQUAVER SUPPORTI DIFF. ORO 321 ML750;8024060832137;NR;280040;117606;NULL;0.920000000;24.590000;24.590000;22;10.000000000
8.8321.8;IL DECIMINO H2O 321 ORO ML125;8024060832182;NR;280033;118011;NULL;0.180000000;8.190000;8.190000;22;-48.000000000
8.8322.3;AQQUAVER SUPPORTI DIFF. RAME 322 ML750;8024060883221;NR;280040;117610;NULL;0.920000000;24.590000;24.590000;22;6.000000000
8.8322.8;IL DECIMINO H2O RAME 322  ML125;8024060832281;NR;280033;118027;NULL;0.180000000;8.190000;8.190000;22;-12.000000000
8.8331.5;AQQUAVER SMALTO LUCIDO 331 0,500LNOCCIOLA;8024060007214;NR;280001;117547;NULL;0.650000000;15.550000;15.550000;22;25.000000000
8.8332.5;AQQUAVER SMALTO LUCIDO 332 0,500LMEDITERRANEO;8024060007221;NR;280001;117548;NULL;0.650000000;15.550000;15.550000;22;31.000000000
8.8332.8;IL DECIMINO H2O COLORE 332 ML125;8024060833325;NR;280033;118019;NULL;0.180000000;7.490000;7.490000;22;6.000000000
8.8333.5;AQQUAVER SMALTO LUCIDO 333 0,500LVERDE PRATO;8024060007238;NR;280001;117549;NULL;0.650000000;15.550000;15.550000;22;58.000000000
8.8341.5;AQQUAVER SMALTO SATINATO NERO 0,500L;8024060006880;NR;280002;117599;NULL;0.670000000;15.550000;15.550000;22;129.000000000
8.8341.8;IL DECIMINO H2O NERO SATINATO ML125;8024060834186;NR;280033;118025;NULL;0.190000000;7.490000;7.490000;22;36.000000000
