Codice Articolo;Descrizione;EAN13;UM;ID_Prodotto;ID_variante;Descr_web;pesotassabile;Prezzo;PrezzoNoIva;Iva;Dispnetta
50GLB14;GUAINA LIQUIDA BIANCO LT14;8024060830614;NR;280113;117883;NULL;19.980000000;118.840000;118.840000;22;0.000000000
50GLB5;GUAINA LIQUIDA BIANCO LT5;8024060830621;NR;280113;117884;NULL;7.160000000;46.570000;46.570000;22;54.000000000
50GLB750;GUAINA LIQUIDA BIANCO ML750;8024060831635;NR;280113;117885;NULL;1.110000000;10.560000;10.560000;22;37.000000000
50GLG14;GUAINA LIQUIDA GRIGIO LT14;8024060830812;NR;280113;117886;NULL;19.980000000;118.840000;118.840000;22;8.000000000
50GLG5;GUAINA LIQUIDA GRIGIO LT5;8024060831826;NR;280113;117887;NULL;7.160000000;46.570000;46.570000;22;-8.000000000
50GLG750;GUAINA LIQUIDA GRIGIO ML750;8024060831833;NR;280113;117888;NULL;1.110000000;10.560000;10.560000;22;-9.000000000
50GLR14;GUAINA LIQUIDA ROSSO OSSIDO LT14;8024060830713;NR;280113;117889;NULL;19.630000000;118.840000;118.840000;22;16.000000000
50GLR5;GUAINA LIQUIDA ROSSO OSSIDO LT5;8024060830744;NR;280113;117890;NULL;7.030000000;46.570000;46.570000;22;11.000000000
50GLR750;GUAINA LIQUIDA ROSSO OSSIDO ML750;8024060830751;NR;280113;117891;NULL;1.090000000;10.560000;10.560000;22;-2.000000000
50GLT14;GUAINA LIQUIDA TRASPARENTE INCOLORE LT14;8024060831918;NR;280113;117893;NULL;15.150000000;118.840000;118.840000;22;-1.000000000
50GLT5;GUAINA LIQUIDA TRASPARENTE INCOLORE LT5;8024060831925;NR;280113;117894;NULL;5.430000000;46.570000;46.570000;22;21.000000000
50GLT750;GUAINA LIQUIDA TRASPARENTE INCOL. ML750;8024060831932;NR;280113;117892;NULL;0.850000000;10.560000;10.560000;22;84.000000000
50LB14;LINEA BIANCA BIANCO LT14;8024060900911;NR;280129;118063;NULL;18.930000000;60.050000;60.050000;22;-13.000000000
50LR14;LINEA BIANCA ROSSO VIVO LT14;8024060005210;NR;280129;118064;NULL;19.000000000;73.160000;73.160000;22;0.000000000
50TCP14;TENNIS COURTS BIANCO (BASE P) LT14;8024060000468;NR;280128;118334;NULL;20.190000000;183.300000;183.300000;22;29.000000000
50TCP5;TENNIS COURTS BIANCO (BASE P) LT5;8024060000420;NR;280128;118335;NULL;7.230000000;72.440000;72.440000;22;-2.000000000
50TCR14;TENNIS COURTS ROSSO MATTONE AP155-4 LT14;8024060000260;NR;280128;118336;NULL;18.550000000;183.300000;183.300000;22;0.000000000
50TCR5;TENNIS COURTS ROSSO MATTONE AP155-4 LT5;8024060000253;NR;280128;118337;NULL;6.850000000;72.440000;72.440000;22;0.000000000
50TCTF14;TENNIS COURTS (TINTE FORTI) LT14;8024060501408;NR;280128;154291;NULL;18.550000000;296.760000;296.760000;22;-2.000000000
50TCTF5;TENNIS COURTS (TINTE FORTI) LT5;8024060505000;NR;280128;154292;NULL;6.850000000;117.700000;117.700000;22;0.000000000
50TCV14;TENNIS COURTS VERDE LT14;8024060000369;NR;280128;118338;NULL;18.550000000;296.760000;296.760000;22;0.000000000
50TCV5;TENNIS COURTS VERDE LT5;8024060000352;NR;280128;118339;NULL;6.850000000;117.700000;117.700000;22;0.000000000
50TCVI14;TENNIS COURTS VIOLA AP158-6 LT14;8024060000208;NR;280128;118340;NULL;18.550000000;296.760000;296.760000;22;0.000000000
60IA250;ICOSAN ABM 0,250L;8024060008563;NR;280019;117952;NULL;0.290000000;9.480000;9.480000;22;204.000000000
60IA750;ICOSAN ABM 0,750L;8024060008556;NR;280019;117953;NULL;0.880000000;22.850000;22.850000;22;80.000000000
60IACT750;ICOSAN ACTIVE 0,750L;8024060013246;NR;280144;176985;" ";0.900000000;12.600000;12.600000;22;240.000000000
60IB12;ICOSAN BLOK BIANCO 12L;8024060006507;NR;280018;117958;NULL;19.540000000;230.820000;230.820000;22;15.000000000
60IB2_5;ICOSAN BLOK BIANCO 2,5L;8024060009324;NR;280018;117959;NULL;4.120000000;56.190000;56.190000;22;18.000000000
60IB750;ICOSAN BLOK BIANCO 0,750L;8024060009348;NR;280018;117957;NULL;1.260000000;21.460000;21.460000;22;40.000000000
60IBA15;ICOSAN BARRIER BIANCO 15L;8024060006514;NR;280017;117955;NULL;23.790000000;305.500000;305.500000;22;20.000000000
60IBA2_5;ICOSAN BARRIER BIANCO 2,5L;8024060006521;NR;280017;117956;NULL;4.010000000;59.060000;59.060000;22;47.000000000
60IBA750;ICOSAN BARRIER BIANCO 0,750L;8024060006538;NR;280017;117954;NULL;1.220000000;20.410000;20.410000;22;142.000000000
60IC5;ICOSAN CLEAN INCOLORE 5L;8024060809726;NR;280015;117961;NULL;5.270000000;44.800000;44.800000;22;55.000000000
60IC750;ICOSAN CLEAN INCOLORE 0,750L;8024060809733;NR;280015;117960;NULL;0.850000000;9.720000;9.720000;22;212.000000000
60IDAGP12;ICOSAN DEFEND AG BIANCO (BASE P) 12L;8024060009416;NR;280014;117963;NULL;20.260000000;93.020000;93.020000;22;73.000000000
60IDAGP4;ICOSAN DEFEND AG BIANCO (BASE P) 4L;8024060009423;NR;280014;117964;NULL;6.810000000;35.590000;35.590000;22;6.000000000
60IDAGP750;ICOSAN DEFEND AG BIANCO (BASE P) 0,750L;8024060009430;NR;280014;117962;NULL;1.300000000;9.980000;9.980000;22;59.000000000
60IF1;ICOSAN FISSATIVO INCOLORE 1L;8024060013277;NR;280145;176986;" ";1.130000000;12.240000;12.240000;22;-8.000000000
60IG4;ICOSAN GLASS BIANCO 4LESAURITO;8024060800921;NR;280013;117967;NULL;3.570000000;0.000000;0.000000;22;0.000000000
60IG750;ICOSAN GLASS BIANCO 0,750LESAURITO;8024060800938;NR;280013;117965;NULL;0.700000000;0.000000;0.000000;22;0.000000000
60IGBK12;ICOSAN GLASS BK BIANCO 12L;8024060011716;NR;280013;117966;" ";10.535000000;141.510000;141.510000;22;6.000000000
60IGBK4;ICOSAN GLASS BK BIANCO 4L;8024060011754;NR;280013;117967;" ";3.565000000;52.430000;52.430000;22;34.000000000
60IGBK750;ICOSAN GLASS BK BIANCO 0,750L;8024060011761;NR;280013;117965;" ";0.695000000;14.020000;14.020000;22;32.000000000
60IP500;ICOSAN PLUS 0,500L;8024060809634;NR;280016;117968;NULL;0.610000000;19.300000;19.300000;22;111.000000000
70QAB14;QUARZAL ANTICO BIANCO LT14;8024060706148;NR;280082;118091;NULL;22.730000000;113.300000;113.300000;22;50.000000000
70QAB5;QUARZAL ANTICO BIANCO LT5;8024060706056;NR;280082;118092;NULL;8.130000000;46.630000;46.630000;22;30.000000000
70QAD14;QUARZAL ANTICO BASE D LT13,13;8024060703147;NR;280082;118082;NULL;20.330000000;89.830000;89.830000;22;44.000000000
70QAD2_5;QUARZAL ANTICO BASE D LT2,35;8024060006453;NR;280082;118984;NULL;3.690000000;21.220000;21.220000;22;5.000000000
70QAD5;QUARZAL ANTICO BASE D LT4,69;8024060703154;NR;280082;118084;NULL;7.280000000;35.900000;35.900000;22;65.000000000
70QAD500;QUARZAL ANTICO BASE D PROVA COLORE ML470;8024060703161;NR;280082;118085;NULL;0.780000000;6.060000;6.060000;22;43.000000000
70QAP14;QUARZAL ANTICO BASE P (BIANCO) LT14;8024060712149;NR;280082;154278;NULL;22.430000000;108.990000;108.990000;22;-15.000000000
70QAP2_5;QUARZAL ANTICO BASE P (BIANCO) LT2,5;8024060712552;NR;280082;154279;NULL;4.070000000;25.830000;25.830000;22;-63.000000000
70QAP5;QUARZAL ANTICO BASE P (BIANCO) LT5;8024060712057;NR;280082;154280;NULL;8.030000000;43.670000;43.670000;22;-110.000000000
70QAP500;QUARZAL ANTICO BASE P PROVA COLORE ML500;8024060735001;NR;280082;179820;NULL;0.860000000;7.320000;7.320000;22;24.000000000
70QAT14;QUARZAL ANTICO BASE T LT13,56;8024060700146;NR;280082;118087;NULL;21.730000000;103.480000;103.480000;22;85.000000000
70QAT2_5;QUARZAL ANTICO BASE T LT2,42;8024060006446;NR;280082;118985;NULL;3.940000000;24.390000;24.390000;22;41.000000000
70QAT5;QUARZAL ANTICO BASE T LT4,85;8024060700054;NR;280082;118089;NULL;7.880000000;41.400000;41.400000;22;51.000000000
70QAT500;QUARZAL ANTICO BASE T PROVA COLORE ML484;8024060785006;NR;280082;118090;NULL;0.830000000;6.930000;6.930000;22;202.000000000
70QET500;QUARZAL EXTRA BASE T PROVA COLORE ML484IN ESAURIMENTO;8024060185004;NR;280081;118101;NULL;0.810000000;9.500000;9.500000;22;0.000000000
70QRB14;QUARZAL RUSTICO BIANCO (BASE P) LT14;8024060702140;NR;280083;118110;NULL;22.430000000;130.800000;130.800000;22;22.000000000
70QRB5;QUARZAL RUSTICO BIANCO (BASE P) LT5;8024060702058;NR;280083;118111;NULL;8.080000000;56.150000;56.150000;22;25.000000000
70QRB500;QUARZAL RUSTICO BIANCO (BASE P) ML500;8024060702508;NR;280083;118112;NULL;0.860000000;8.360000;8.360000;22;29.000000000
70VQB14;VIMQUARZ BIANCO 14L;8024060008051;NR;280132;118341;NULL;23.230000000;91.200000;91.200000;22;31.000000000
70VQB2_5;VIMQUARZ BIANCO 2,5L;8024060008112;NR;280132;118986;NULL;4.190000000;22.420000;22.420000;22;7.000000000
71QEBSX14;QUARZAL EXTRA SX BIANCO LT14;8024060711418;NR;280095;118107;NULL;23.410000000;141.550000;141.550000;22;57.000000000
71QEBSX5;QUARZAL EXTRA SX BIANCO LT5;8024060012041;NR;280095;171728;" ";8.380000000;60.520000;60.520000;22;80.000000000
71QEDSX14;QUARZAL EXTRA SX BASE D LT13,13;8024060711449;NR;280095;118104;NULL;20.030000000;112.630000;112.630000;22;18.000000000
71QEDSX5;QUARZAL EXTRA SX BASE D LT4,69;8024060012065;NR;280095;171729;" ";7.170000000;48.230000;48.230000;22;17.000000000
71QEDSX500;QUARZAL EXTRA SX PROVA COLORE D ML470;8024060012102;NR;280095;171732;" ";0.700000000;8.700000;8.700000;22;3.000000000
71QEPSX14;QUARZAL EXTRA SX BASE P LT14;8024060711425;NR;280095;118105;NULL;21.730000000;138.920000;138.920000;22;124.000000000
71QEPSX5;QUARZAL EXTRA SX BASE P LT5;8024060012058;NR;280095;171730;NULL;7.780000000;59.410000;59.410000;22;34.000000000
71QEPSX500;QUARZAL EXTRA SX PROVA COLORE P ML500;8024060012096;NR;280095;171733;" ";0.760000000;10.680000;10.680000;22;102.000000000
71QETSX14;QUARZAL EXTRA SX BASE T LT13,56;8024060711432;NR;280095;118106;NULL;21.070000000;131.970000;131.970000;22;70.000000000
71QETSX5;QUARZAL EXTRA SX BASE T LT4,85;8024060012072;NR;280095;171731;" ";7.540000000;56.580000;56.580000;22;70.000000000
71QETSX500;QUARZAL EXTRA SX PROVA COLORE T ML484;8024060012089;NR;280095;171734;" ";0.730000000;10.140000;10.140000;22;121.000000000
71QPSX14;QUARZAL PRIMER SX BIANCO LT14;8024060711142;NR;280096;118108;NULL;20.240000000;100.950000;100.950000;22;66.000000000
71QPSX5;QUARZAL PRIMER SX BIANCO LT5;8024060711050;NR;280096;118109;NULL;7.280000000;41.530000;41.530000;22;4.000000000
72POB20;PLASTIC OPACO BIANCO KG20;8024060703017;NR;280089;118077;NULL;20.730000000;88.280000;88.280000;22;10.000000000
72POB5;PLASTIC OPACO BIANCO KG5;8024060703055;NR;280089;118078;NULL;5.190000000;29.030000;29.030000;22;-6.000000000
72RB25;RIVESTAR BIANCO KG25;8024060708043;NR;280090;118159;NULL;25.730000000;104.780000;104.780000;22;14.000000000
72RB5;RIVESTAR BIANCO KG5;8024060708036;NR;280090;118160;NULL;5.190000000;27.380000;27.380000;22;0.000000000
72RGBP25;RUSTICO GRAFFIATO BIANCO (BASE P) 25KG;8024060008082;NR;280088;118161;NULL;25.730000000;87.640000;87.640000;22;4.000000000
72RGBP5;RUSTICO GRAFFIATO BIANCO (BASE P) 5KG;8024060008099;NR;280088;118162;NULL;5.190000000;22.210000;22.210000;22;15.000000000
72RT1_2DD25;RUSTICO TICINO DEFEND MM1,2 B.T/D KG24,5;8024060000215;NR;280085;154322;NULL;25.240000000;86.520000;86.520000;22;0.000000000
72RT1_2DSXD25;RUSTICO TICINO SX DEFEND MM1,2T/D KG24,5;8024060000222;NR;280098;118988;NULL;25.240000000;91.870000;91.870000;22;0.000000000
72RT1_2PD25;RUSTICO TICINO DEFEND MM1,2 B.CO (P)KG25;8024060000239;NR;280085;154323;NULL;25.740000000;94.410000;94.410000;22;0.000000000
72RT1_2PSXD25;RUSTICO TICINO SX DEFEND MM1,2BCO(P)KG25;8024060000246;NR;280098;118169;NULL;25.740000000;100.410000;100.410000;22;0.000000000
72RT1_5P25;RUSTICO TICINO MM.1,5 BIANCO (P) KG25;8024060012157;NR;280140;170912;" ";25.730000000;85.260000;85.260000;22;18.000000000
72RT1_5P5;RUSTICO TICINO MM.1,5 BIANCO (P) KG5;8024060012164;NR;280140;170913;" ";519.000000000;21.690000;21.690000;22;14.000000000
72RT1_5PSX25;RUSTICO TICINO SX MM.1,5 BIANCO (P) KG25;8024060012249;NR;280142;170918;" ";25.740000000;92.690000;92.690000;22;0.000000000
72RT1_5TD25;RUSTICO TICINO MM.1,5 BASE T/D KG24,5;8024060012171;NR;280140;170914;" ";25.230000000;78.150000;78.150000;22;13.000000000
72RT1_5TD5;RUSTICO TICINO MM.1,5 BASE T/D KG4,9;8024060012188;NR;280140;170915;" ";5.090000000;19.880000;19.880000;22;11.000000000
72RT1_5TDSX25;RUSTICO TICINO SX MM.1,5 BASE T/D KG24,5;8024060012232;NR;280142;170919;" ";25.230000000;84.700000;84.700000;22;0.000000000
72RT1P25;RUSTICO TICINO MM.1 BIANCO (BASE P) KG25;8024060012119;NR;280139;170908;" ";25.730000000;85.260000;85.260000;22;10.000000000
72RT1P5;RUSTICO TICINO MM.1 BIANCO (BASE P) KG5;8024060012126;NR;280139;170909;" ";5.190000000;21.690000;21.690000;22;20.000000000
72RT1PSX25;RUSTICO TICINO SX MM.1 BIANCO (P) KG25;8024060012195;NR;280141;170916;" ";25.740000000;92.690000;92.690000;22;0.000000000
72RT1TD25;RUSTICO TICINO MM.1 BASE T/D KG24,5;8024060012133;NR;280139;171735;" ";25.230000000;78.150000;78.150000;22;28.000000000
72RT1TD5;RUSTICO TICINO MM.1 BASE T/D KG4,9;8024060012140;NR;280139;171736;" ";5.090000000;19.880000;19.880000;22;12.000000000
72RT1TDSX25;RUSTICO TICINO SX MM.1 BASE T/D KG24,5;8024060012218;NR;280141;170917;" ";25.230000000;84.700000;84.700000;22;0.000000000
72RV1_2P25;RUSTICO TICINO MM.1,2 BIANCO(BASE P)KG25;8024060723251;NR;280084;118168;NULL;25.730000000;85.260000;85.260000;22;20.000000000
72RV1_2P5;RUSTICO TICINO MM.1,2 BIANCO(BASE P) KG5;8024060721257;NR;280084;118167;NULL;5.190000000;21.690000;21.690000;22;14.000000000
72RV1_2PSX25;RUSTICO TICINO SX MM.1,2 BIANCO (P) KG25;8024060723756;NR;280097;118172;NULL;25.740000000;92.690000;92.690000;22;22.000000000
72RV1_2TD25;RUSTICO TICINO MM.1,2 BASE T/D KG24,5;8024060731256;NR;280084;118165;NULL;25.230000000;78.150000;78.150000;22;-46.000000000
72RV1_2TD5;RUSTICO TICINO MM.1,2 BASE T/D KG4,9;8024060731270;NR;280084;118166;NULL;5.090000000;19.880000;19.880000;22;0.000000000
72RV1_2TDSX25;RUSTICO TICINO SX MM.1,2 BASE T/D KG24,5;8024060791250;NR;280097;118171;NULL;25.240000000;84.700000;84.700000;22;1.000000000
73I3D1_2P20;ICOFLEX 3D MM.1,2 BIANCO (BASE P) 20KG;8024060007016;NR;280093;117917;NULL;20.730000000;101.270000;101.270000;22;38.000000000
73I3D1_2P5;ICOFLEX 3D MM.1,2 BIANCO (BASE P) 5KG;8024060007009;NR;280093;117918;NULL;5.190000000;30.790000;30.790000;22;0.000000000
73I3D1_2TD20;ICOFLEX 3D MM.1,2 BASE T/D 19,6KG;8024060007023;NR;280093;117915;NULL;20.330000000;92.970000;92.970000;22;0.000000000
73I3D1_2TD5;ICOFLEX 3D MM.1,2 BASE T/D 4,9KG;8024060007030;NR;280093;117916;NULL;5.090000000;28.170000;28.170000;22;0.000000000
73IA10;ICOBETON BASE A LT9,04;8024060011631;NR;280094;166111;" ";12.820000000;108.720000;108.720000;22;15.000000000
73IBP10;ICOBETON BIANCO (BASE P/T) LT10;8024060008310;NR;280094;117895;NULL;14.160000000;132.270000;132.270000;22;7.000000000
73IP14;ICOFLEX PRIMER BIANCO LT14;8024060908535;NR;280092;117919;NULL;17.810000000;127.250000;127.250000;22;5.000000000
73IQRD14;ICOFLEX QR BASE D LT13,13;8024060985215;NR;280091;117920;NULL;17.800000000;149.920000;149.920000;22;8.000000000
73IQRD4;ICOFLEX QR BASE D LT3,752;8024060985222;NR;280091;158236;NULL;5.170000000;49.240000;49.240000;22;11.000000000
73IQRP14;ICOFLEX QR BIANCO (BASE P) LT14;8024060908511;NR;280091;117924;NULL;19.630000000;180.130000;180.130000;22;27.000000000
73IQRP4;ICOFLEX QR BIANCO (BASE P) LT4;8024060908528;NR;280091;117925;NULL;5.690000000;59.180000;59.180000;22;13.000000000
73IQRT14;ICOFLEX QR BASE T LT13,56;8024060985413;NR;280091;117922;NULL;18.770000000;171.210000;171.210000;22;25.000000000
73IQRT4;ICOFLEX QR BASE T LT3,876;8024060985420;NR;280091;158240;NULL;5.440000000;56.210000;56.210000;22;15.000000000
7435IS1;IS 35 INCOLORE LT1;"8024060830034       ";NR;280079;118031;NULL;1.150000000;16.280000;16.280000;22;589.000000000
7435IS10;IS 35 INCOLORE LT10;8024060830041;NR;280079;118032;NULL;10.970000000;114.390000;114.390000;22;21.000000000
7435IS20;IS 35 INCOLORE LT20;8024060830010;NR;280079;118033;NULL;21.780000000;215.770000;215.770000;22;12.000000000
7435IS5;IS 35 INCOLORE LT5;8024060830027;NR;280079;118034;NULL;5.520000000;61.390000;61.390000;22;88.000000000
74IG20;ICOGRIP GIALLO KG20;8024060740203;NR;280112;117926;NULL;20.730000000;76.760000;76.760000;22;45.000000000
74IG5;ICOGRIP GIALLO KG5;8024060740500;NR;280112;117927;NULL;5.190000000;22.970000;22.970000;22;100.000000000
74SOL1;SOLFIX PLUS TRASPARENTE INCOLORE LT1;8024060742740;NR;280080;118331;NULL;0.970000000;20.390000;20.390000;22;56.000000000
74SOL20;SOLFIX PLUS TRASPARENTE INCOLORE LT20;8024060742009;NR;280080;118332;NULL;18.540000000;280.080000;280.080000;22;8.000000000
74SOL4;SOLFIX PLUS TRASPARENTE INCOLORE LT4;8024060742047;NR;280080;118333;NULL;3.850000000;67.500000;67.500000;22;45.000000000
74SPB15;SOLFIX PLUS BIANCO LT15;8024060006682;NR;280080;118329;NULL;23.740000000;285.470000;285.470000;22;9.000000000
74SPB4;SOLFIX PLUS BIANCO LT4;8024060006699;NR;280080;118330;NULL;6.320000000;85.060000;85.060000;22;1.000000000
750.0000.1;ICOROAD NEUTRO KG22,500;8024060750011;NR;280334;118544;NULL;24.120000000;130.740000;130.740000;22;29.000000000
750.0000.2;ICOROAD NEUTRO KG4,500;8024060750028;NR;280334;118543;NULL;4.900000000;31.750000;31.750000;22;17.000000000
750.0010.1;ICOROAD BIANCO KG25;"8024060750110       ";NR;280334;118531;NULL;26.570000000;163.860000;163.860000;22;22.000000000
750.0010.2;ICOROAD BIANCO KG5;"8024060750127       ";NR;280334;118532;NULL;5.400000000;38.740000;38.740000;22;-5.000000000
750.0020.1;ICOROAD GIALLO KG25;"8024060750219       ";NR;280334;118541;NULL;26.570000000;183.630000;183.630000;22;7.000000000
750.0020.2;ICOROAD GIALLO KG5;"8024060750226       ";NR;280334;118542;NULL;5.400000000;41.490000;41.490000;22;23.000000000
750.0040.1;ICOROAD F1 RAL               KG25;NULL;NR;280334;118534;NULL;24.250000000;177.620000;177.620000;22;0.000000000
750.0040.2;ICOROAD F1 RAL                KG5;NULL;NR;280334;118533;NULL;4.910000000;40.920000;40.920000;22;0.000000000
750.0050.1;ICOROAD F2 RAL               KG25;NULL;NR;280334;118536;NULL;24.250000000;182.200000;182.200000;22;0.000000000
750.0050.2;ICOROAD F2 RAL                KG5;NULL;NR;280334;118535;NULL;4.910000000;41.750000;41.750000;22;0.000000000
750.0060.1;ICOROAD F3 RAL               KG25;NULL;NR;280334;118538;NULL;24.250000000;195.940000;195.940000;22;0.000000000
750.0060.2;ICOROAD F3 RAL                KG5;NULL;NR;280334;118537;NULL;4.910000000;44.350000;44.350000;22;0.000000000
750.0070.1;ICOROAD F4 RAL               KG25;NULL;NR;280334;118540;NULL;24.250000000;215.700000;215.700000;22;0.000000000
750.0070.2;ICOROAD F4 RAL                KG5;NULL;NR;280334;118539;NULL;4.910000000;48.940000;48.940000;22;0.000000000
75IK0114;ICOTEK MICROPORE BIANCO 14L;8024060007054;NR;280075;117984;NULL;23.270000000;108.910000;108.910000;22;83.000000000
75IK015;ICOTEK MICROPORE BIANCO 5L;8024060008273;NR;280075;117985;NULL;8.350000000;43.750000;43.750000;22;4.000000000
75IK14;ICOTEK CARTONGESSO BIANCO LT14;8024060090056;NR;280077;117982;NULL;23.280000000;133.990000;133.990000;22;86.000000000
75IK5;ICOTEK CARTONGESSO BIANCO LT5;8024060090025;NR;280077;117983;NULL;8.330000000;53.660000;53.660000;22;-2.000000000
75IP1;ISOPRIMER BIANCO LT1;8024060011082;NR;280078;154305;NULL;1.570000000;14.320000;14.320000;22;-1.000000000
75IP14;ISOPRIMER BIANCO LT14;8024060919142;NR;280078;118048;NULL;21.330000000;113.300000;113.300000;22;-21.000000000
75IP5;ISOPRIMER BIANCO LT5;8024060919050;NR;280078;118049;NULL;7.680000000;45.310000;45.310000;22;19.000000000
8.030.2;ICOFER FERROM 6000 GR FINE-GC 2,5L;8024060003025;NR;280038;117898;NULL;4.040000000;72.380000;72.380000;22;72.000000000
8.030.3;ICOFER FERROM 6000 GR FINE-GC 0,750L;8024060003032;NR;280038;117897;NULL;1.230000000;23.830000;23.830000;22;286.000000000
8.030.4;ICOFER FERROM 6000 GR FINE-GC 0,375L;8024060003049;NR;280038;117896;NULL;0.650000000;14.050000;14.050000;22;110.000000000
8.0308.1;OMBRALUCE FORMA NEUTRO (BASE N) KG5;8024060030816;NR;280215;118795;NULL;5.280000000;34.030000;34.030000;22;20.000000000
8.0308.2;OMBRALUCE FORMA NEUTRO (BASE N) KG1;8024060030823;NR;280215;118796;NULL;1.080000000;8.690000;8.690000;22;4.000000000
8.0308.3;OMBRALUCE FORMA NEUTRO (BASE N) KG20;8024060005289;NR;280215;118794;NULL;20.730000000;109.010000;109.010000;22;2.000000000
8.0308C.1;OMBRALUCE FORMA TINTA       KG5;NULL;NR;280215;118798;NULL;5.200000000;40.950000;40.950000;22;0.000000000
8.0308C.2;OMBRALUCE FORMA TINTA       KG1;NULL;NR;280215;118799;NULL;1.100000000;11.360000;11.360000;22;0.000000000
8.0308C.3;OMBRALUCE FORMA TINTA       KG20;NULL;NR;280215;118797;NULL;20.820000000;131.510000;131.510000;22;0.000000000
8.030C.2;ICOFER FERROMICACEO TINTE GC GF LT2,5;NULL;NR;280038;154273;NULL;4.080000000;83.380000;83.380000;22;0.000000000
8.030C.3;ICOFER FERROMICACEO TINTE GC GF ML750;NULL;NR;280038;154274;NULL;1.250000000;28.580000;28.580000;22;0.000000000
8.031.2;ICOFER FERROM 6001 GR FINE-GS 2,5L;8024060003124;NR;280038;117901;NULL;4.040000000;72.380000;72.380000;22;18.000000000
8.031.3;ICOFER FERROM 6001 GR FINE-GS 0,750L;8024060003131;NR;280038;117900;NULL;1.230000000;23.830000;23.830000;22;108.000000000
8.031.4;ICOFER FERROM 6001 GR FINE-GS 0,375L;8024060003148;NR;280038;117899;NULL;0.650000000;14.050000;14.050000;22;-17.000000000
8.031C.2;ICOFER FERROMICACEO TINTE GS GF LT2,5;NULL;NR;280038;154275;NULL;4.080000000;83.380000;83.380000;22;0.000000000
8.031C.3;ICOFER FERROMICACEO TINTE GS GF ML750;NULL;NR;280038;154276;NULL;1.250000000;28.580000;28.580000;22;0.000000000
8.032.2;ICOFER FERROM 6002 GR GROSSA(GC) 2,5L;8024060003223;NR;280039;117904;NULL;4.090000000;72.380000;72.380000;22;80.000000000
8.032.3;ICOFER FERROM 6002 GR GROSSA(GC) 0,750L;8024060003230;NR;280039;117903;NULL;1.240000000;23.830000;23.830000;22;16.000000000
8.032.4;ICOFER FERROM 6002 GR GROSSA(GC) 0,375L;8024060003247;NR;280039;117902;NULL;0.650000000;14.050000;14.050000;22;-54.000000000
8.032C.2;ICOFER FERROM TINTE GR GROSSA(GC) 2,5L;NULL;NR;280039;117911;NULL;4.130000000;83.380000;83.380000;22;0.000000000
8.032C.3;ICOFER FERROM TINTE GR GROSSA(GC) 0,750L;NULL;NR;280039;117912;NULL;1.260000000;28.580000;28.580000;22;0.000000000
8.033.2;ICOFER FERROM 6003 GR GROSSA(GS) 2,5L;8024060003322;NR;280039;117907;NULL;4.040000000;72.380000;72.380000;22;86.000000000
8.033.3;ICOFER FERROM 6003 GR GROSSA(GS) 0,750L;8024060003339;NR;280039;117906;NULL;1.220000000;23.830000;23.830000;22;163.000000000
8.033.4;ICOFER FERROM 6003 GR GROSSA(GS) 0,375L;8024060003346;NR;280039;117905;NULL;0.650000000;14.050000;14.050000;22;108.000000000
8.033C.2;ICOFER FERROM TINTE GR GROSSA(GS) 2,5L;NULL;NR;280039;117913;NULL;4.080000000;83.380000;83.380000;22;0.000000000
8.033C.3;ICOFER FERROM TINTE GR GROSSA(GS) 0,750L;NULL;NR;280039;117914;NULL;1.250000000;28.580000;28.580000;22;0.000000000
8.034.2;ICOFER FERROM 6004 GG ANTRACITE 2,5L;8024060803427;NR;280039;117910;NULL;4.040000000;78.210000;78.210000;22;32.000000000
8.034.3;ICOFER FERROM 6004 GG ANTRACITE 0,750L;8024060803434;NR;280039;117909;NULL;1.220000000;26.690000;26.690000;22;48.000000000
8.034.4;ICOFER FERROM 6004 GG ANTRACITE 0,375L;8024060803441;NR;280039;117908;NULL;0.650000000;16.870000;16.870000;22;72.000000000
8.206.1;RALEX 7000 F1 RAL             KG1;NULL;NR;280306;118630;NULL;0.950000000;13.920000;13.920000;22;0.000000000
8.206.2;RALEX 7000 F1 RAL             KG5;NULL;NR;280306;118631;NULL;4.660000000;58.120000;58.120000;22;-1.000000000
8.206.3;RALEX 7000 F1 RAL            KG25;NULL;NR;280306;118632;NULL;23.000000000;256.670000;256.670000;22;0.000000000
8.216.1;RALEX 7000 F2 RAL             KG1;NULL;NR;280306;118633;NULL;0.950000000;14.430000;14.430000;22;0.000000000
8.216.2;RALEX 7000 F2 RAL             KG5;NULL;NR;280306;118634;NULL;4.660000000;59.740000;59.740000;22;0.000000000
8.216.3;RALEX 7000 F2 RAL            KG25;NULL;NR;280306;118635;NULL;23.000000000;264.240000;264.240000;22;-1.000000000
8.217.3;RALEX 7000 NEUTRO KG21,250;8024060021715;NR;280306;118643;NULL;22.870000000;187.150000;187.150000;22;17.000000000
8.217.4;RALEX 7000 NEUTRO KG4,250;8024060021722;NR;280306;158210;NULL;4.650000000;43.070000;43.070000;22;52.000000000
8.217.5;RALEX 7000 NEUTRO KG0,850;8024060821759;NR;280306;158211;NULL;0.980000000;10.790000;10.790000;22;11.000000000
8.228.1;RALEX 7000 F3 RAL             KG1;NULL;NR;280306;118636;NULL;0.950000000;15.320000;15.320000;22;0.000000000
8.228.2;RALEX 7000 F3 RAL             KG5;NULL;NR;280306;118637;NULL;4.660000000;63.590000;63.590000;22;0.000000000
